,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject
313,Mastering Countertrend Trading : High Profit Trading Pattern,True,40.0,14,5.0,11,All Levels,1.0,Business Finance
314,Exam 1 Review - Managerial Accounting (U of H),True,30.0,47,9.0,22,Beginner Level,2.0,Business Finance
315,* An Integrated Approach to the Fundamentals of Accounting,True,200.0,134,14.0,123,All Levels,5.5,Business Finance
316,Get to grips with the CFA calculator,True,20.0,153,8.0,14,All Levels,1.5,Business Finance
317,Financial Model Fundamentals-Learn the Essential Skills,True,75.0,47,5.0,27,All Levels,2.5,Business Finance
318,Forex: Economic News Trading,True,25.0,42,14.0,11,All Levels,0.683333333,Business Finance
319,Analyze Real Estate Investments | Financial Modeling,True,20.0,120,18.0,21,All Levels,2.0,Business Finance
320,Forex For Beginners - A Guide To Currency Trading,True,20.0,68,10.0,23,Beginner Level,0.5,Business Finance
321,Raise Your Credit Score to 800 Or More....,True,50.0,844,33.0,40,All Levels,2.0,Business Finance
322,Financial Management Budgeting Techniques,True,20.0,2045,3.0,10,All Levels,2.0,Business Finance
323,Forex Killing Divergence - How to trade with precision,True,20.0,1168,38.0,11,All Levels,0.683333333,Business Finance
324,Working Capital Management for CA / CFA / CPA Exams,True,25.0,2342,9.0,33,Intermediate Level,3.5,Business Finance
325,Risk Analysis - Capital Budgeting for CA / CS / CFA exams,True,20.0,2268,4.0,47,All Levels,5.5,Business Finance
326,Corporate Finance 101: Financial Statement Analysis & Ratios,True,50.0,967,16.0,43,All Levels,8.0,Business Finance
327,Mastering Futures Options for Beginners - Your Top 5 Plays!,True,200.0,1185,10.0,33,Beginner Level,2.5,Business Finance
328,"Professional Options Trading, Simplified",True,200.0,631,49.0,21,All Levels,2.0,Business Finance
329,"Advanced Options Concepts - Probability, Greeks, Simulation",True,60.0,968,81.0,10,Intermediate Level,2.0,Business Finance
330,Accounting Basics - A Complete Study,True,180.0,1132,70.0,332,All Levels,29.0,Business Finance
331,Case Studies in Macro Economics,True,50.0,114,1.0,22,Beginner Level,4.0,Business Finance
332,My Forex Strategy that win consistently over and over,True,200.0,204,23.0,9,Intermediate Level,1.5,Business Finance
333,Understand Banks & Financial Markets ,True,30.0,1548,24.0,34,All Levels,3.0,Business Finance
334,Stock Technical Analysis with Python,True,50.0,409,35.0,46,All Levels,8.0,Business Finance
335,How to Become an Accountant from scratch!,True,40.0,1169,7.0,15,Beginner Level,3.0,Business Finance
336,How to invest in Gold,True,50.0,249,14.0,39,Beginner Level,2.5,Business Finance
337,Automate Your Finances,True,20.0,690,17.0,21,Beginner Level,1.0,Business Finance
338,MBA Accounting and Finance for Managers(Paper MS04 of IGNOU),True,150.0,1340,4.0,272,All Levels,26.0,Business Finance
339,Accounting Made Easy: A Quick Guide to Financial Accounting,True,95.0,274,41.0,18,All Levels,1.5,Business Finance
340,Futures/Commodity Training (Basics),False,0.0,4863,202.0,6,Beginner Level,1.5,Business Finance
341,Cost Accounting Marginal Costing Theory and Practice,True,20.0,1923,4.0,31,All Levels,2.5,Business Finance
342,The Big Volatility Short: The Best Trade On Wall Street!,True,200.0,224,35.0,16,All Levels,1.5,Business Finance
343,Master Finance in Three Hours,True,20.0,721,12.0,29,Beginner Level,3.0,Business Finance
344,Learn Options on Futures for Hedging Options and Stocks,True,60.0,51,2.0,6,Expert Level,0.7,Business Finance
345,Option selling trading as income source. Beginners friendly,True,195.0,1276,46.0,61,All Levels,6.0,Business Finance
346,Introduction to Value Growth Investing,False,0.0,2768,83.0,10,All Levels,1.0,Business Finance
347,Become A Forex Trader - Forex trading like a professional,False,0.0,1735,31.0,19,All Levels,2.5,Business Finance
348,Hedge Fund Trading System,False,0.0,8985,584.0,12,All Levels,1.0,Business Finance
349,Bulletproof Personal Finance: Expert Asset Allocation,True,45.0,1119,22.0,18,All Levels,1.0,Business Finance
350,Financial Accounting: The Complete Introductory Crash Course,True,100.0,2591,44.0,69,All Levels,10.0,Business Finance
351,Learn About Trading Options from a real wallstreet trader,True,20.0,1046,17.0,12,All Levels,1.0,Business Finance
352,Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams,True,20.0,2239,4.0,7,All Levels,1.0,Business Finance
353,How to Build a Massive Stock Portfolio from Zero!,True,200.0,1882,51.0,129,All Levels,11.0,Business Finance
354,Introductory Forex Trading Course,False,0.0,5931,158.0,15,Beginner Level,3.5,Business Finance
355,Budgeting Hacks to Build Wealth!,False,0.0,4931,154.0,7,Beginner Level,0.533333333,Business Finance
356,Accounting and Finance for Bankers - A Comprehensive Study,True,180.0,3056,9.0,316,All Levels,24.5,Business Finance
357,Forex Prep Academy for Beginners-Real trades!,True,75.0,1303,21.0,44,Beginner Level,3.0,Business Finance
358,Accounting for Deferred Taxes (Professional Course Level),True,25.0,2924,6.0,11,All Levels,1.5,Business Finance
359,TRADING TRUTHS,True,50.0,1405,14.0,27,All Levels,2.0,Business Finance
360,The Binary Institute - Introductory Course in Binary Options,False,0.0,1121,12.0,6,All Levels,1.0,Business Finance
361,Forex Trading vs Option Trading,True,95.0,1776,14.0,29,All Levels,2.5,Business Finance
362,How to Invest in Stocks + Billionaire Investing Tips,True,40.0,1643,18.0,19,All Levels,2.0,Business Finance
363,Value Investing For Beginners,True,100.0,801,48.0,25,Beginner Level,2.5,Business Finance
364,TRADING TACTICS,True,145.0,951,25.0,62,All Levels,6.0,Business Finance
365,MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,True,30.0,1278,33.0,23,Beginner Level,0.716666667,Business Finance
366,Ultimate Retirement: Build Your Own Dynamic Retirement Plan,True,50.0,1184,15.0,37,All Levels,6.0,Business Finance
367,build a solid foundation for trading options,True,20.0,1115,8.0,8,All Levels,1.0,Business Finance
368,Forex Scam: Avoid the scam today,True,20.0,1086,27.0,28,All Levels,2.0,Business Finance
369,Cost Accounting Crash Course,True,20.0,3730,11.0,17,All Levels,2.5,Business Finance
370,Option Trading for Rookies: Basic Option Strategies,True,95.0,810,27.0,61,All Levels,2.5,Business Finance
371,Business Analysis:  Working with Use Cases,True,90.0,2338,224.0,5,All Levels,1.5,Business Finance
372,Learn to Raise the Funds You Need via Crowdfunding,True,20.0,3403,29.0,70,All Levels,8.0,Business Finance
373,Business finances,True,75.0,4695,7.0,20,Beginner Level,1.0,Business Finance
374,Financial Accounting - A Brief Introduction,False,0.0,17847,1440.0,17,Beginner Level,1.0,Business Finance
375,Trading Economic Indicators - Complete Trading System,True,50.0,2692,25.0,25,Beginner Level,1.5,Business Finance
376,Foundation of Options Trading and Investing,True,20.0,6374,21.0,14,All Levels,1.0,Business Finance
377,Option Trading - How To Earn If You Can't Predict The Market,True,145.0,2305,19.0,30,All Levels,1.5,Business Finance
378,The Financial Analyst Skills Training (FAST) course 2017,True,100.0,589,31.0,138,All Levels,10.0,Business Finance
379,Covered Calls - Powerful Income Strategy for Stock Traders,True,60.0,22,0.0,8,Beginner Level,1.0,Business Finance
380,Accounting 1 Simplified for You,True,45.0,2490,95.0,13,Beginner Level,3.0,Business Finance
381,[Value Investing] Where White People Keep Their Money,True,200.0,2715,70.0,20,Expert Level,4.0,Business Finance
382,How to Start Investing: Made Simple and Easy,True,200.0,1506,12.0,12,All Levels,1.0,Business Finance
383,Basics of Commerce A Complete Study,True,150.0,2197,4.0,105,All Levels,5.5,Business Finance
384,The Passive Investing Blueprint - Build Wealth Passively,True,200.0,338,32.0,66,All Levels,3.5,Business Finance
385,7 Steps: Your Introduction to Trading,True,25.0,1076,22.0,176,Beginner Level,5.0,Business Finance
386,Forex - Elliott Wave Theory with Fibonacci. ,True,20.0,2769,54.0,32,All Levels,1.5,Business Finance
387,The Actuarial Profession: Basic Sciences and Principles,True,25.0,1531,6.0,7,Beginner Level,0.583333333,Business Finance
388,Investing in stocks: Avoid stock market loss,True,125.0,1136,12.0,13,Beginner Level,1.0,Business Finance
389,QuickBooks Online: Complete Guide & Certification tips,True,50.0,2187,218.0,91,All Levels,13.0,Business Finance
390,Build Financial Models & Value Companies The Easy Way,True,20.0,1609,137.0,18,All Levels,1.0,Business Finance
391,Adventure Capital: How to pay off debt ,True,20.0,2895,56.0,14,Beginner Level,1.0,Business Finance
392,Chart Patterns Trading Demystified,True,200.0,1023,8.0,29,All Levels,2.5,Business Finance
393,Financial Planning & Analysis: Building a Company's Budget,True,150.0,1988,137.0,27,All Levels,1.5,Business Finance
394,Simple things you must know before start FOREX (OFFER),True,200.0,1053,20.0,15,Beginner Level,,Business Finance
395,Practical Finance,True,20.0,4497,281.0,11,All Levels,1.0,Business Finance
396,Forex Trading: Comprehensive & Concise Forex Trading Course,True,160.0,2379,33.0,44,All Levels,3.5,Business Finance
397,Leaps Options Trading System - Diagonal Leaps Options Spread,True,200.0,993,19.0,16,All Levels,1.0,Business Finance
398,Finance - Ratios Analysis & Interpretations,True,30.0,10338,52.0,41,Beginner Level,2.5,Business Finance
399,Forex Trading -  Learn to Trade From Scratch!,True,20.0,1423,103.0,37,Beginner Level,1.5,Business Finance
400,Technical Analysis tools for Stocks and Options trading,True,40.0,3555,89.0,11,All Levels,1.5,Business Finance
401,Quantitative Trading Analysis with R,True,50.0,567,40.0,53,All Levels,7.5,Business Finance
402,Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),True,200.0,1085,17.0,48,All Levels,6.0,Business Finance
